"var_titulo";"var_valoracion";"var_reviews";"var_categoria";"var_latitud";"var_longitud";"var_direccion";"var_plus_code";"var_web";"var_telefono";"var_women_led";"var_horarios";"var_cierre_temp";"var_url_gg"
"Servicio Urologico Dr. Burgos Revilla";0;0;"Urólogo";40,4500866;-3,6524213;"C. de Arturo Soria, 105, 28043 Madrid";"F82X+22 Madrid";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Servicio+Urologico+Dr.+Burgos+Revilla/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd422f25fc2d97ab:0xed9de6bbc3fb28f0!8m2!3d40.4500866!4d-3.6524213"
"Instituto de Cirugía Urológica Avanzada";5;3;"Urólogo";40,4941566;-3,7170781;"CLINICA CEMTRO, Av. del Ventisquero de la Condesa, 42, 28035 Madrid";"F7VM+M5 Madrid";"icua.es";"914 35 28 44";"0";"miércoles, De 8:30 a 21:00; jueves, De 8:30 a 21:00; viernes, De 8:30 a 21:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:30 a 21:00; martes, De 8:30 a 21:00.";"-";"https://www.google.es/maps/place/Instituto+de+Cirug%C3%ADa+Urol%C3%B3gica+Avanzada/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd422893ce5e1fc1:0xfce3d1f3a2e25728!8m2!3d40.4941566!4d-3.7170781"
"Dr. Fernando Gómez Sancha";0;0;"Urólogo";40,4940682;-3,7172504;"Av. del Ventisquero de la Condesa, 42, 28035 Madrid";"F7VM+J3 Madrid";"doctoralia.es";"914 35 28 44";"0";"0";"-";"https://www.google.es/maps/place/Dr.+Fernando+G%C3%B3mez+Sancha/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd422b31f10fa7ab:0x853bb376bd8b497a!8m2!3d40.4940682!4d-3.7172504"
"Urología Ruber Internacional - Equipo Dr. Ramírez";5;2;"Urólogo";40,48966;-3,71563;"Calle de la Masó, 38, 28034 Madrid";"F7QM+VP Madrid";"ramirezurologiaruberint.com";"913 87 51 69";"0";"0";"-";"https://www.google.es/maps/place/Urolog%C3%ADa+Ruber+Internacional+-+Equipo+Dr.+Ram%C3%ADrez/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd4229e487d1e033:0x59689c4d40dcbb2c!8m2!3d40.48966!4d-3.71563"
"Dr. Jose Amón Sesmero";1;1;"Urólogo";41,6441726;-4,7271146;"Plaza Colón, 47007 Valladolid";"J7VF+M5 Valladolid";"doctoralia.es";"0";"0";"0";"-";"https://www.google.es/maps/place/Dr.+Jose+Am%C3%B3n+Sesmero/@41.6441726,-6.9683255,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd471304734f1b3f:0x28ff41e59db936e8!8m2!3d41.6441726!4d-4.7271146"
"LYX Instituto de Urología";4,2;68;"Urólogo";40,437592;-3,685416;"Calle de María de Molina, 22, 28006 Madrid";"C8Q7+2R Madrid";"lyxurologia.com";"915 13 49 50";"0";"miércoles, De 9:00 a 20:00; jueves, De 9:00 a 20:00; viernes, De 9:00 a 20:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 20:00; martes, De 9:00 a 20:00.";"-";"https://www.google.es/maps/place/LYX+Instituto+de+Urolog%C3%ADa/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd4228bf1ab97267:0xfa20524dabe0c4eb!8m2!3d40.437592!4d-3.685416"
"Emilio Gutiérrez Mínguez - Centro Urológico";5;2;"Urólogo";42,3441155;-3,6946729;"Av. Reyes Católicos, 4, 5º B, 09004 Burgos";"88V4+J4 Burgos";"gutierrezminguezurologo.com";"947 27 49 06";"0";"0";"-";"https://www.google.es/maps/place/Emilio+Guti%C3%A9rrez+M%C3%ADnguez+-+Centro+Urol%C3%B3gico/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd45fcda759213a7:0x94b51fcd549d0749!8m2!3d42.3441155!4d-3.6946729"
"Dr. GARCÍA CHILLÓN";0;0;"Urólogo";42,3416996;-3,6971469;"Calle Vitoria, 21, 1ºA, 09004 Burgos";"88R3+M4 Burgos";"urologoburgos.com";"947 27 79 99";"0";"0";"-";"https://www.google.es/maps/place/Dr.+GARC%C3%8DA+CHILL%C3%93N/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd45fcd127c294df:0xad17e739d147eaed!8m2!3d42.3416996!4d-3.6971469"
"Instituto De Medicina Sexual y Urología en Madrid";5;3;"Clínica ambulatoria";40,4427813;-3,6824457;"Calle Pablo Aranda, 7, 28006 Madrid";"C8V9+42 Madrid";"haysoluciones.com";"915 10 06 64";"0";"miércoles, De 9:30 a 19:00; jueves, De 9:30 a 19:00; viernes, De 9:30 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:30 a 19:00; martes, De 9:30 a 19:00.";"-";"https://www.google.es/maps/place/Instituto+De+Medicina+Sexual+y+Urolog%C3%ADa+en+Madrid/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd42293676037e31:0xec2b1d31a5753838!8m2!3d40.4427813!4d-3.6824457"
"Dr. Amancio Fernández Fernández";4,8;5;"Urólogo";42,4615549;-2,4456179;"Calle del, Calle Gral. Vara de Rey, 26 1º, OF. 3, 26002 Logroño, La Rioja";"FH63+JQ Logroño";"amanciofernandez.es";"941 24 64 45";"0";"miércoles, De 16:00 a 20:00; jueves, De 16:00 a 20:00; viernes, De 16:00 a 20:00; sábado, Cerrado; domingo, Cerrado; lunes, De 16:00 a 20:00; martes, De 16:00 a 20:00.";"-";"https://www.google.es/maps/place/Dr.+Amancio+Fern%C3%A1ndez+Fern%C3%A1ndez/@40.6452254,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Ur%C3%B3logo!3m4!1s0xd5aab4152b93e89:0xe3caeec903ca1655!8m2!3d42.4615549!4d-2.4456179"
"UCM Facultad de Ciencias Matemáticas";4,4;31;"Universidad pública";40,4494588;-3,7258568;"Plaza Ciencias, 3, 28040 Madrid";"C7XF+QM Madrid";"matematicas.ucm.es";"913 94 45 31";"0";"miércoles, De 8:00 a 21:00; jueves, De 8:00 a 21:00; viernes, De 8:00 a 21:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 21:00; martes, De 8:00 a 21:00.";"-";"https://www.google.es/maps/place/UCM+Facultad+de+Ciencias+Matem%C3%A1ticas/@40.4494588,-4.8464623,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+p%C3%BAblica!3m4!1s0xd42283448dd5227:0x2ec4a86e26462d8b!8m2!3d40.4494588!4d-3.7258568"
"Universidad de Salamanca";4,4;551;"Universidad pública";40,9613376;-5,6669251;"37008 Salamanca";"X86M+G6 Salamanca";"usal.es";"923 29 44 00";"0";".";"Cerrado temporalmente";"https://www.google.es/maps/place/Universidad+de+Salamanca/@40.9613376,-6.7875306,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+p%C3%BAblica!3m4!1s0xd3f263ff0a73bc1:0x27cc1f187f3d98d!8m2!3d40.9613376!4d-5.6669251"
"Universidad de León";4,1;125;"Universidad pública";42,6122612;-5,5603698;"Campus de Vegazana, s/n, 24071 León";"JC6Q+WV León";"unileon.es";"987 29 10 00";"0";"0";"-";"https://www.google.es/maps/place/Universidad+de+Le%C3%B3n/@42.6122612,-6.6809753,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+p%C3%BAblica!3m4!1s0xd379a96402735cb:0x3f44569fb640efd5!8m2!3d42.6122612!4d-5.5603698"
"UPNA";4,3;122;"Universidad pública";42,8005243;-1,6367636;"Calle Cataluña, s/n, 31006 Pamplona, Navarra";"R927+67 Pamplona";"unavarra.es";"948 16 90 00";"0";"0";"-";"https://www.google.es/maps/place/UPNA/@41.6249915,-3.6518443,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+p%C3%BAblica!3m4!1s0xd5093b30d546e2d:0xd9a9e86617c6be7b!8m2!3d42.8005243!4d-1.6367636"
"Universidad Autónoma de Madrid";4,3;345;"Universidad pública";40,5466983;-3,6943619;"Ciudad Universitaria de Cantoblanco, 28049 Madrid";"G8W4+M7 Madrid";"uam.es";"914 97 50 00";"0";".";"Cerrado temporalmente";"https://www.google.es/maps/place/Universidad+Aut%C3%B3noma+de+Madrid/@40.5466983,-4.8149674,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+p%C3%BAblica!3m4!1s0xd422be5542da9e9:0x8586e92e648f8b2d!8m2!3d40.5466983!4d-3.6943619"
"Universidad de Burgos";4,2;79;"Universidad pública";42,34088;-3,72744;"Calle Don Juan de Austria, s/n, 09001 Burgos";"87RF+92 Burgos";"ubu.es";"947 25 87 00";"0";"0";"-";"https://www.google.es/maps/place/Universidad+de+Burgos/@41.6249915,-3.6518443,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+p%C3%BAblica!3m4!1s0xd45fd4f06906ea7:0x5b8efface192d9e4!8m2!3d42.34088!4d-3.72744"
"Universidad Nebrija";3,5;201;"Universidad privada";40,4294649;-3,7128959;"C. de Sta. Cruz de Marcenado, 27, 28015 Madrid";"C7HP+QR Madrid";"nebrija.com";"900 321 322";"0";"miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 19:00; martes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/Universidad+Nebrija/@40.6305364,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+privada!3m4!1s0xd4229b4b91ca3af:0x72653ab1231d98c!8m2!3d40.4294649!4d-3.7128959"
"Universidad a Distancia de Madrid, UDIMA";4,3;178;"Universidad privada";40,6314045;-3,9990484;"Vía de Servicio A-6, 15, 28400 Collado Villalba, Madrid";"J2J2+H9 Collado Villalba";"udima.es";"918 56 16 99";"0";"miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 19:00; martes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/Universidad+a+Distancia+de+Madrid,+UDIMA/@40.6305364,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+privada!3m4!1s0xd41741a0f7f6321:0x87385747139a89e!8m2!3d40.6314045!4d-3.9990484"
"Universidad Isabel I";3,2;66;"Universidad a distancia";42,3412374;-3,7100273;"Calle de Fernán González, 76, 09003 Burgos";"87RQ+FX Burgos";"ui1.es";"947 67 17 31";"0";"miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, De 9:00 a 14:00; domingo, Cerrado; lunes, De 9:00 a 19:00; martes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/Universidad+Isabel+I/@40.6305364,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+privada!3m4!1s0xd45fd2efd071ea9:0xd590fefd35625541!8m2!3d42.3412374!4d-3.7100273"
"IE University";4,6;46;"Universidad privada";40,9528852;-4,1188364;"Calle Cardenal Zúñiga, 12, 40003 Segovia";"XV3J+5F Segovia";"ie.edu";"921 41 24 10";"0";"0";"-";"https://www.google.es/maps/place/IE+University/@40.6305364,-3.9964234,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+privada!3m4!1s0xd413edbadce015b:0x5ea6bbb3a0d8dec3!8m2!3d40.9528852!4d-4.1188364"
"Universidad Europea Miguel de Cervantes - UEMC";3,9;67;"Universidad privada";41,625981;-4,715516;"Calle del Padre Julio Chevalier, 2, 47012 Valladolid";"J7GM+9Q Valladolid";"uemc.es";"983 00 10 00";"0";"miércoles, De 8:00 a 22:00; jueves, De 8:00 a 22:00; viernes, De 8:00 a 22:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 22:00; martes, De 8:00 a 22:00.";"-";"https://www.google.es/maps/place/Universidad+Europea+Miguel+de+Cervantes+-+UEMC/@41.625981,-6.9567269,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Universidad+privada!3m4!1s0xd4712d844c78375:0x8532df1684bc7224!8m2!3d41.625981!4d-4.715516"
"Bodegas Aranda de Duero";4,6;25;"Turoperador";41,671719;-3,6885954;"Calle Cascajar, 4, 09400 Aranda de Duero, Burgos";"M8C6+MH Aranda de Duero";"ribiertete.com";"947 50 61 62";"0";"miércoles, De 10:00 a 1:45; jueves, De 10:00 a 1:45; viernes, De 10:00 a 1:45; sábado, De 10:00 a 1:45; domingo, De 12:00 a 14:00; lunes, De 10:00 a 1:45; martes, De 10:00 a 1:45.";"-";"https://www.google.es/maps/place/Bodegas+Aranda+de+Duero/@41.6711599,-3.6892276,17z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Turoperador!3m4!1s0xd442644b4a8819d:0xabe7466d2e12ee22!8m2!3d41.671719!4d-3.6885954"
"Asia Doner Kebab";3,9;144;"Restaurante turco";41,6723524;-3,6806862;"Calle Santiago, 3, 09400 Aranda de Duero, Burgos";"M8C9+WP Aranda de Duero";"0";"947 10 73 62";"0";"miércoles, De 12:30 a 24:00; jueves, De 12:30 a 24:00; viernes, De 12:30 a 24:00; sábado, De 12:30 a 24:00; domingo, De 12:30 a 24:00; lunes, De 12:30 a 24:00; martes, De 12:30 a 24:00.";"-";"https://www.google.es/maps/place/Asia+Doner+Kebab/@41.6717799,-3.6822853,18z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Turca!3m4!1s0xd442668794c56b5:0x4139791d836d366a!8m2!3d41.6723524!4d-3.6806862"
"Mudanzas Palencia";4,9;29;"Servicio de mudanzas y almacenamiento";42,0074707;-4,5456468;"Avenida Viñalta, 52, 34005 Palencia";"2F43+XP Palencia";"mudanzaspalencia.es";"609 87 36 93";"0";"miércoles, De 8:00 a 20:00; jueves, De 8:00 a 20:00; viernes, De 8:00 a 20:00; sábado, De 10:00 a 13:00; domingo, Cerrado; lunes, De 8:00 a 20:00; martes, De 8:00 a 20:00.";"-";"https://www.google.es/maps/place/Mudanzas+Palencia/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd47b00c20c8644f:0x97a9def85099097e!8m2!3d42.0074707!4d-4.5456468"
"Mudanzas Segovia";5;35;"Servicio de mudanzas";41,0159786;-4,1570383;"Calle de la Acacia, Nº1, 40391 Encinillas, Segovia";"2R8V+95 Encinillas";"mudanzassegovia.org";"655 02 70 42";"0";"miércoles, De 8:00 a 20:00; jueves, De 8:00 a 20:00; viernes, De 8:00 a 20:00; sábado, De 10:00 a 13:00; domingo, Cerrado; lunes, De 8:00 a 20:00; martes, De 8:00 a 20:00.";"-";"https://www.google.es/maps/place/Mudanzas+Segovia/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd413a25e5df4437:0x353eec532aebf6d8!8m2!3d41.0159786!4d-4.1570383"
"Mudanzas Soria";4,9;36;"Servicio de mudanzas";41,760666;-2,4801949;"Calle Monte Berrún, Nº6, 1ºB, 42004 Soria";"QG69+7W Soria";"mudanzassoria.es";"609 87 36 93";"0";"miércoles, De 8:00 a 14:00, De 15:30 a 20:00; jueves, De 8:00 a 14:00, De 15:30 a 20:00; viernes, De 8:00 a 14:00, De 15:30 a 20:00; sábado, De 9:00 a 13:00; domingo, Cerrado; lunes, De 8:00 a 14:00, De 15:30 a 20:00; martes, De 8:00 a 14:00, De 15:30 a 20:00.";"-";"https://www.google.es/maps/place/Mudanzas+Soria/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd44d2c61870c091:0x78ce2699f0cbc333!8m2!3d41.760666!4d-2.4801949"
"Grupo Pedro e Hijos";4,3;30;"Servicio de mudanzas y almacenamiento";40,6286237;-4,0162009;"Calle Husillo, 17, 28400 Collado Villalba, Madrid";"JXHM+CG Collado Villalba";"grupopedroehijos.com";"633 68 28 32";"Regentada por mujeres";"miércoles, De 8:00 a 20:00; jueves, De 8:00 a 20:00; viernes, De 8:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 8:00 a 20:00; martes, De 8:00 a 20:00.";"-";"https://www.google.es/maps/place/Grupo+Pedro+e+Hijos/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd41743f57da2351:0x933ad425f1d000c0!8m2!3d40.6286237!4d-4.0162009"
"Mudanzalia - Mudanzas Valladolid Baratas";5;9;"Servicio de mudanzas y almacenamiento";41,6234881;-4,7108194;"Polígono San Cristobal, Calle Galena, 7, 47012 Valladolid";"J7FQ+9M Valladolid";"mudanzalia.com";"609 87 36 93";"0";"miércoles, De 8:00 a 14:00, De 16:00 a 20:00; jueves, De 8:00 a 14:00, De 16:00 a 20:00; viernes, De 8:00 a 14:00, De 16:00 a 20:00; sábado, De 10:00 a 13:00; domingo, Cerrado; lunes, De 8:00 a 14:00, De 16:00 a 20:00; martes, De 8:00 a 14:00, De 16:00 a 20:00.";"-";"https://www.google.es/maps/place/Mudanzalia+-+Mudanzas+Valladolid+Baratas/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd471320e76958ff:0x20808c6f11e724c2!8m2!3d41.6234881!4d-4.7108194"
"BUNKER ESPACIOS Y SERVICIOS SL";5;1;"Trasteros y almacenamiento";40,4371449;-3,6758292;"Calle Ardemans, 70, 28028 Madrid";"C8PF+VM Madrid";"0";"913 56 44 95";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 19:30; jueves, De 10:00 a 14:00, De 17:00 a 19:30; viernes, De 10:00 a 14:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 19:30; martes, De 10:00 a 14:00, De 17:00 a 19:30.";"-";"https://www.google.es/maps/place/BUNKER+ESPACIOS+Y+SERVICIOS+SL/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd4229db2c424111:0xcce2f66f6b53bbc6!8m2!3d40.4371449!4d-3.6758292"
"Storage Toledo";0;0;"Trasteros y almacenamiento";40,1226584;-4,2527644;"Av. Ermita, 20, 45513 Santa Cruz del Retamar, Toledo";"4PFW+3V Santa Cruz del Retamar";"storagetoledo.es";"660 22 88 96";"0";"miércoles, Abierto 24 horas; jueves, Abierto 24 horas; viernes, Abierto 24 horas; sábado, Abierto 24 horas; domingo, Abierto 24 horas; lunes, Abierto 24 horas; martes, Abierto 24 horas.";"-";"https://www.google.es/maps/place/Storage+Toledo/@41.3955671,-5.2372132,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd41cfb71214f6db:0xd8b1b7ab1102df89!8m2!3d40.1226584!4d-4.2527644"
"Trasteros en Soria";0;0;"Almacén";41,6016069;-2,662905;"0";"0";"trasterosensoria.es";"0";"0";"miércoles, De 9:00 a 14:00, De 16:00 a 18:45; jueves, De 9:00 a 14:00, De 16:00 a 18:45; viernes, De 9:00 a 14:00, De 16:00 a 18:45; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 14:00, De 16:00 a 18:45; martes, De 9:00 a 14:00, De 16:00 a 18:45.";"-";"https://www.google.es/maps/place/Trasteros+en+Soria/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd44d3b3fb1efec5:0xe78fd527bab8250e!8m2!3d41.6016069!4d-2.662905"
"Austral Box Guardamuebles";4,7;20;"Grandes almacenes";40,669836;-4,085176;"Paseo del Molino del Rey, 9, 28440 Guadarrama, Madrid";"MW97+WW Guadarrama";"australbox.com";"918 54 89 27";"0";"miércoles, De 16:00 a 20:00; jueves, De 16:00 a 20:00; viernes, De 16:00 a 20:00; sábado, De 9:00 a 13:30; domingo, Cerrado; lunes, De 16:00 a 20:00; martes, De 16:00 a 20:00.";"-";"https://www.google.es/maps/place/Austral+Box+Guardamuebles/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd410cc3ff4d8805:0xae3894e93369d63a!8m2!3d40.669836!4d-4.085176"
"HOMEBOX Madrid Fuencarral";5;3;"Trasteros y almacenamiento";40,4881897;-3,6897401;"30 Francisco Sancha Street, 28034 Madrid";"F8Q6+74 Madrid";"homebox.es";"917 28 01 85";"0";"miércoles, De 10:00 a 18:00; jueves, De 10:00 a 18:00; viernes, De 10:00 a 18:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:00 a 18:00; martes, De 10:00 a 18:00.";"-";"https://www.google.es/maps/place/HOMEBOX+Madrid+Fuencarral/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd422966720be5fd:0xb24dcb0f42225e81!8m2!3d40.4881897!4d-3.6897401"
"HOMEBOX Madrid Atocha";1;1;"Trasteros y almacenamiento";40,4042711;-3,6836935;"Calle de Téllez, 1, 28007 Madrid";"C838+PG Madrid";"homebox.es";"900 103 657";"0";"miércoles, De 8:00 a 21:00; jueves, De 8:00 a 21:00; viernes, De 8:00 a 21:00; sábado, De 8:00 a 21:00; domingo, De 8:00 a 21:00; lunes, De 8:00 a 21:00; martes, De 8:00 a 21:00.";"-";"https://www.google.es/maps/place/HOMEBOX+Madrid+Atocha/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd42278dbbeecbdf:0x26137de0bc5f401f!8m2!3d40.4042711!4d-3.6836935"
"comprartrastero.com";0;0;"Trasteros y almacenamiento";40,3190193;-3,8615934;"C. Guadalajara, 4, 28938 Móstoles, Madrid";"849Q+J9 Móstoles";"comprartrastero.com";"697 36 92 68";"0";"miércoles, Abierto 24 horas; jueves, Abierto 24 horas; viernes, Abierto 24 horas; sábado, Abierto 24 horas; domingo, Abierto 24 horas; lunes, Abierto 24 horas; martes, Abierto 24 horas.";"-";"https://www.google.es/maps/place/comprartrastero.com/@40.3190193,-4.9821989,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd418dcbc1f4c76d:0xc4601307dc0fb8bf!8m2!3d40.3190193!4d-3.8615934"
"Bluespace Móstoles";4,5;48;"Trasteros y almacenamiento";40,309906;-3,8760406;"Paseo de Arroyomolinos, 67, 28938 Móstoles, Madrid";"845F+XH Móstoles";"bluespace.es";"900 250 900";"0";"miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 9:00 a 19:00; martes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/Bluespace+M%C3%B3stoles/@40.309906,-4.9966461,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd418d055c81a283:0x6d66b3b8b9f7c547!8m2!3d40.309906!4d-3.8760406"
"comprartrastero.com";0;0;"Trasteros y almacenamiento";40,4076268;-3,6059304;"Calle de Villajimena, 87, 28032 Madrid";"C95V+3J Madrid";"comprartrastero.com";"697 36 92 68";"0";"miércoles, Abierto 24 horas; jueves, Abierto 24 horas; viernes, Abierto 24 horas; sábado, Abierto 24 horas; domingo, Abierto 24 horas; lunes, Abierto 24 horas; martes, Abierto 24 horas.";"-";"https://www.google.es/maps/place/comprartrastero.com/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd4225cf236ef777:0xe6dd59b597b01fc5!8m2!3d40.4076268!4d-3.6059304"
"Bluespace Antonio López";4,6;91;"Trasteros y almacenamiento";40,3798034;-3,6951213;"Calle de Antonio López, 241, B, 28041 Madrid";"98H3+WX Madrid";"bluespace.es";"900 250 900";"0";"miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 9:00 a 19:00; martes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/Bluespace+Antonio+L%C3%B3pez/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd4227460e0c76f9:0xd9c68a4e1eddf83b!8m2!3d40.3798034!4d-3.6951213"
"Keyboxes Trasteros y Minialmacenes en el Corredor del Henares";4,5;31;"Trasteros y almacenamiento";40,473569;-3,4031544;"CARRETERA ANTIGUA MADRID-BARCELONA (ZADE CORREDOR HENARES-M-300-TR. I), KM 29,1, 28802 Alcalá de Henares, Madrid";"FHFW+CP Alcalá de Henares";"keyboxes.es";"918 79 84 39";"0";"miércoles, De 10:00 a 14:00, De 15:30 a 20:00; jueves, De 10:00 a 14:00, De 15:30 a 20:00; viernes, De 10:00 a 14:00, De 15:30 a 20:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:00 a 14:00, De 15:30 a 20:00; martes, De 10:00 a 14:00, De 15:30 a 20:00.";"-";"https://www.google.es/maps/place/Keyboxes+Trasteros+y+Minialmacenes+en+el+Corredor+del+Henares/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd4249a0b0a71735:0x6329af4f81299715!8m2!3d40.473569!4d-3.4031544"
"Bluespace Carabanchel Alto";4,6;152;"Trasteros y almacenamiento";40,3713988;-3,7439057;"Calle Reus, 16, 28044 Madrid";"97C4+HC Madrid";"bluespace.es";"900 250 900";"0";"miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 9:00 a 19:00; martes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/Bluespace+Carabanchel+Alto/@40.3713988,-4.8645112,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd41882abac065e9:0xc82d1d09144ccf0a!8m2!3d40.3713988!4d-3.7439057"
"Mudanzas Burgos";4,9;113;"Servicio de mudanzas";42,3485817;-3,658198;"Calle la Demanda, 43, 09007 Burgos";"88XR+CP Burgos";"mudanzasburgos.org";"609 87 36 93";"0";"miércoles, De 8:00 a 20:00; jueves, De 8:00 a 20:00; viernes, De 8:00 a 20:00; sábado, De 10:00 a 13:00; domingo, Cerrado; lunes, De 8:00 a 20:00; martes, De 8:00 a 20:00.";"-";"https://www.google.es/maps/place/Mudanzas+Burgos/@41.4133174,-3.9519957,8z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Trasteros+y+almacenamiento!3m4!1s0xd45fb6c00000001:0xb45537b642d4557c!8m2!3d42.3485817!4d-3.658198"
