"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"3606","Montegaredo Sl","CALLE SAN BLAS (PG BOADA DE ROA)",41.730143,-3.974296,"01/01/1995","1102 - Elaboración de vinos","ADQUISICION, TENENCIA Y CULTIVO FINCAS RUSTICAS, ASI COMO LA ELABORACION Y COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS, RECIPIENTES Y BEBIDAS.","Entre 0,6 y 1,5 millones €","2017: 
2018: -53,8 %
2019: 181,98 %","Entre 5 y 25","2015: 60,00 %
2016: 80,00 %
2017: 80,00 %
2018: 80,00 %
2019: 66,66 %","2015: 40,00 %
2016: 20,00 %
2017: 20,00 %
2018: 20,00 %
2019: 33,33 %","947530140","Activa","http://www.montegaredo.com","Bodegas Montegaredo, esencia pura en la Ribera del Duero. Bodega familiar situada en Boada de Roa (Burgos), famosa por su pirámide, donde se aúna tradición e innovación. Bodega, vino, Ribera del Duero, Pirámide, Montegaredo, enoturismo, bodega familiar, vino ecológico, cata de vinos","","NO","No constan","15.025,3 €","6 (año 2019)","2019","Positivo Consultar","Pedrosa de Duero"
"3607","Barona Bodegas Y Viñedos Sl.","CALLE LA OLMA (PEDROSA DE DUERO), 18 - BJ",41.712325,-3.989034,"19/02/2015","1102 - Elaboración de vinos","-Elaboración y crianza de todo tipo de vinos así como su comercialización. -Explotaciones vitivinícolas. -Asesoramiento técnico de viticultura y enología","Menor de 300 mil €","2017: 
2018: 44,76 %","Menos de 5","2018: 50,00 %","2018: 50,00 %","-","Activa","-","-","-","NO","No constan","48.000 €","2 (año 2018)","2018","Positivo Consultar","Pedrosa de Duero"
"3610","Vinos Sanzuri Sl.","CALLE HUERTOS (BOADA DE ROA), 7",41.729937,-3.974295,"23/08/2013","1102 - Elaboración de vinos","Elaboración y comercialización de vinos, así como la compra-venta de uva. Todo tipo de trabajos en explotaciones agrarias y la transformación y comercialización de productos agrícolas y agroalimentarios. Asesoramiento y gestión a terceros relacionado con la elaboración y comercialización de vinos","Menor de 300 mil €","2017: 
2018: 29,47 %
2019: -49,4 %","-","Administrador Único:  MARIA YOLANDA S...","-","-","Activa","-","-","-","NO","No constan","17.000 €","-","-","Positivo Consultar","Pedrosa de Duero"
"3615","After The Misa Wachisnais Sl.","CALLE TRASTORRE (PEDROSA DE DUERO), 3",41.712172,-3.986604,"27/11/2019","1102 - Elaboración de vinos","La elaboración y crianza asi como embotellado y venta de vinos, y vinos especiales, tales como vinos enverados, chacolís, dulces, nobles, generosos, licorosos, quinados, aromatizados, medicinales, vermuts y otros aperitivos a base de vinos","-","Administrador Solidario:  FRANCISCO E...
Administrador Solidario:  JUAN PABLO R...","-","-","-","-","Activa","-","-","-","NO","No constan","10.800 €","-","-","-","Pedrosa de Duero"
"3618","O Luar Do Sil Sl. (extinguida)","FINCA PAGO DE LOS CAPELLANES, S/N",0,0,"04/11/2015","1102 - Elaboración de vinos","La compra-venta y arrendamiento de fincas rústicas y urbanas, su división, parcelación, constitución y cuantos actos se conocen como actividad inmobiliaria. La explotación agrícola y forestal. La producción y comercialización de vinos y sus derivados","Entre 300 y 600 mil €","2016: 
2017: 123,37 %","Entre 5 y 25","2016: 50,00 %
2017: 50,00 %","2016: 50,00 %
2017: 50,00 %","-","Extinguida","-","-","-","NO","No constan","4.000 €","6 (año 2017)","2017","Negativo Consultar","Pedrosa de Duero"
"3637","Bodegas Torremoron S.c.","CARRETERA BOADA, S/N",41.747392,-3.955993,"10/09/1969","1102 - Elaboración de vinos","Elaboración de vino tinto de crianza.","Entre 1,5 y 3 millones €","2014: 
2015: 13,84 %
2016: -2,86 %
2018:  %","Entre 5 y 25","1998: 100,00 %
1999: 100,00 %
2014: 100,00 %
2015: 100,00 %
2016: 100,00 %","1998: 0 %
1999: 0 %
2014: 0 %
2015: 0 %
2016: 0 %","947554075","Activa","http://www.torremoron.com","Bodegas Torremorón, una de los vinos originarios de la Ribera del Duero. Desde 1957 contribuyendo a dar nombre a los vinos D.O. Ribera del Duero. -","https://www.facebook.com/Bodegas-Torremorón-Ribera-del-Duero-660758114368461/?modal=admin_todo_tour, https://www.facebook.com/Bodegas-Torremorón-Ribera-del-Duero-660758114368461/?modal=admin_todo_tour, https://www.instagram.com/bodegastorremoron/, https://www.instagram.com/bodegastorremoron/","NO","Exporta","394.571,92 €","7 (año 2019)","2019","Negativo Consultar","Pedrosa de Duero"
"3638","Bodegas Vilano, S.coop.","AVENIDA TINTA DEL PAIS, 2",0,0,"01/01/1957","1102 - Elaboración de vinos","Gestión de bodega para la elaboración, crianza y distribución de vinos.","Entre 3 y 6 millones €","2014: 
2015: 25,96 %
2016: 2,2 %","Entre 5 y 25","2012: 100,00 %
2013: 100,00 %
2014: 100,00 %
2015: 100,00 %","2012: 0 %
2013: 0 %
2014: 0 %
2015: 0 %","947530029","Activa","http://www.vilano.com","Viña Vilano Bodegas y Viñedos es pura Ribera del Duero. Es uva de viñedos centenarios, que han pasado de generación en generación. Pasión por hacer vino. -","https://www.facebook.com/BodegasVilano/, https://www.facebook.com/BodegasVilano/, https://www.facebook.com/BodegasVilano/, https://twitter.com/vinavilano, https://twitter.com/vinavilano, https://twitter.com/vinavilano","NO","Importa y Exporta","3.099.628,24 €","22 (año 2020)","2020","Positivo Consultar","Pedrosa de Duero"
"3645","Rodero Calderari Juan Pablo Y Ricardo S.c.","CALLE TRASTORRE (PEDROSA DE DUERO), 26",41.71255923,-3.98661762,"01/01/2010","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Pedrosa de Duero"
"3679","Bodega Cooperativa Santa Ana","CARRETERA SALAS",0,0,"08/11/1970","1102 - Elaboración de vinos","-","-","-","Menos de 5","-","-","947552011","Activa","-","-","-","NO","No constan","-","3 (año 1997)","1997","-","Penaranda de Duero"
"3718","Bodegas Monroux Sl","PLAZA MAYOR, 6",41.70104958,-3.57531575,"23/01/2004","1102 - Elaboración de vinos","EL DESARROLLO DE TODO TIPO DE ACTIVIDADES AGRICOLAS, YA SEA CON MEDIOS DE PRODUCCION PROPIOS O AJENOS, TENIENDO COMO ACTIVIDAD PRINCIPAL LA PRODUCCION DE UVA, ASI COMO SU PROCESADO PARA LA ELABORACION Y CRIANZA DE VINO,","-","Administrador Único:  ANTOINE M...
Apoderado:  ALFONSO C...","-","-","-","-","Activa","-","-","-","NO","No constan","60.000 €","-","-","Negativo Consultar","Quemada"
"3724","Bodega Roquesan S.c.","ERAS DE ARRIBAS",0,0,"31/08/1964","1102 - Elaboración de vinos","-","-","1995: 100,00 %
0 %: 1996
100,00 %: 0 %
1997: 100,00 %
0 %: 1998
100,00 %: 0 %","Menos de 5","Presidente Consejo Rector:  FRANCISCO B...
 MANUEL D...:  FRANCISCO B...","Presidente Consejo Rector: Vicepresidente Consejo Rector
 MANUEL D...: Vicepresidente Consejo Rector","947553133","Activa","http://www.roquesan.es","- -","","NO","No constan","122.667,07 €","2 (año 2002)","2002","Positivo Consultar","Quemada"
"3728","Cillar De Silos Sl","CALLE SOTO, S/N",41.75997332,-3.75133975,"16/12/1994","1102 - Elaboración de vinos","Elaboración, venta y crianza de vinos.","Entre 1,5 y 3 millones €","2017: 
2018: -2,49 %
2019: 5,91 %","Entre 5 y 25","2015: 83,33 %
2016: 83,33 %
2017: 83,33 %
2018: 100,00 %
2019: 92,30 %","2015: 16,66 %
2016: 16,66 %
2017: 16,66 %
2018: 0 %
2019: 7,69 %","947545126","Activa","http://www.cillardesilos.es","- -","https://www.facebook.com/cillardesilos, https://twitter.com/cillardesilos","NO","Importa y Exporta","522.279,52 €","12 (año 2020)","2020","Positivo Consultar","Quintana del Pidio"
"3730","Bodegas Del Campo S.l.","CAMINO FUENTENAVARES, S/N",0,0,"23/07/1993","1102 - Elaboración de vinos","COMPRA, VENTA ELABORACION CRIANZA, EMBOTELLADO ETC DE VINOS, LICORES, ETC.","Entre 0,6 y 1,5 millones €","2016: 
2017: 16,61 %
2018: -23,07 %","Entre 5 y 25","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 80,00 %
2018: 80,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 20,00 %
2018: 20,00 %","947561034","Activa","http://www.pagosdequintana.com","- -","","NO","No constan","1.115.358,26 €","5 (año 2018)","2018","Negativo Consultar","Quintana del Pidio"
"3732","Bodegas J.a. Calvo Casajus S.l.","CALLE CERCADOS, S/N",41.76014,-3.752822,"01/01/1997","1102 - Elaboración de vinos","A) LA ELABORACION, CRIANZA, EMBOTELLADO Y COMERCIALIZACION DE VINOS CON DENOMINACION DE ORIGEN. B) LAS EXPLOTACIONES AGRICOLAS Y GANADERAS. C) LAS ACTIVIDADES INMOBILIARIAS EN GENERAL.","Entre 300 y 600 mil €","2017: 
2018: -36,99 %
2019: -9,16 %","Menos de 5","2013: 66,66 %
2014: 100,00 %
2017: 66,66 %
2018: 100,00 %
2019: 66,66 %","2013: 33,33 %
2014: 0 %
2017: 33,33 %
2018: 0 %
2019: 33,33 %","947559515","Activa","http://www.bodegascasajus.com","- -","http://www.facebook.com/BodegasCasajus, http://www.twitter.com/bodegascasajus, http://www.instagram.com/bodegascasajus","NO","No constan","220.451,24 €","3 (año 2019)","2019","Positivo Consultar","Quintana del Pidio"
"3733","Bodegas Prado De Olmedo Sl","CALLE TERCIOS, 20",41.75982149,-3.75019958,"05/03/1999","1102 - Elaboración de vinos","LA ELABORACION, CRIANZA Y COMERCIALIZACION DE VINOS.","Menor de 300 mil €","2017: 
2018: -7,07 %
2019: -10,01 %","Menos de 5","2015: 83,33 %
2016: 57,14 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 16,66 %
2016: 42,85 %
2017: 0 %
2018: 0 %
2019: 0 %","947546960","Activa","http://www.pradodeolmedo.com","- -","https://www.facebook.com/BODEGAS-PRADO-DE-OLMEDO-106802652683160/","NO","Exporta","1.647.608,01 €","4 (año 2019)","2019","Negativo Consultar","Quintana del Pidio"
"3734","Bodegas Valle De Monzon Sl","CALLE NIGUELA S/N",0,0,"27/03/1993","1102 - Elaboración de vinos","LA COMPRAVENTA DE UVA, LA OBTENCION, COMERCIALIZACION, DISTRIBUCION Y COMPRAVENTA DE TODOS LOS PRODUCTOS DE ELLA DERIVADOS, Y ESPECIALMENTE LA ELABORACION, ENVEJECIMIENTO, CRIANZA, EMBOTELLADO, COMERC. EXPORT. E IMP. DE","Menor de 300 mil €","2017: 
2018: -13,31 %
2019: -9,7 %","Entre 5 y 25","2015: 100,00 %
2016: 55,55 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 44,44 %
2017: 0 %
2018: 0 %
2019: 0 %","947545694","Activa","http://www.vallemonzon.com","- -","https://www.facebook.com/Bodegas-Valle-de-Monzón-386285648193910/, https://www.facebook.com/Bodegas-Valle-de-Monzón-386285648193910/","NO","Exporta","1.418.388,56 €","5 (año 2019)","2019","Negativo Consultar","Quintana del Pidio"
"3736","Bodega Alto Miraltares Sl","CARRETERA LA AGUILERA, S/N",41.757592,-3.750675,"28/02/2005","1102 - Elaboración de vinos","EL TRABAJO, EXPLOTACION Y COMERCIALIZACION DE LA AGRICULTURA. LA VITICULTURA, ELABORACION, CRIANZA, EMBOTELLADO Y VENTA DE VINOS","Menor de 300 mil €","2017: 
2018: 3,61 %
2019: -0,99 %","-","Administrador:  ADOLFO G...
 FERNANDO G...:  ADOLFO G...","Administrador: Administrador
 FERNANDO G...: Administrador","-","Activa","-","-","-","NO","No constan","166.204 €","-","-","Positivo Consultar","Quintana del Pidio"
"3742","Garcia Garcia Sergio","-",NA,NA,"-","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Quintana del Pidio"
"3747","Magna Vides S.c.","CALLE HERILLAS, 40",41.76010181,-3.75177686,"01/01/2013","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Quintana del Pidio"
"3748","Tiempo Vivo S.c.","CALLE LA GILA, 1",41.758543,-3.751447,"01/01/2018","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Quintana del Pidio"
"3749","Bodega Los Olmos S.c.","CALLE LAS OLMAS",41.757775,-3.750652,"10/09/1969","1102 - Elaboración de vinos","-","Menor de 300 mil €","1996: 
1997: 29,01 %
1998: -65,71 %","Entre 5 y 25","1995: 100,00 %
1996: 100,00 %
1997: 100,00 %
1998: 100,00 %","1995: 0 %
1996: 0 %
1997: 0 %
1998: 0 %","947613991","Activa","-","-","-","NO","No constan","122.002,92 €","10 (año 2002)","2002","Positivo Consultar","Quintana del Pidio"
"3757","Bodegas Lopez Cristobal Sl","BARRIO ESTACION, S/N",0,0,"05/08/1994","1102 - Elaboración de vinos","Elaboración y comercialización al por mayor y al por menor de vinos.","Entre 1,5 y 3 millones €","2017: 
2018: 5,61 %
2019: 0,13 %","Entre 5 y 25","2015: 53,33 %
2016: 62,50 %
2017: 71,42 %
2018: 75,00 %
2019: 86,66 %","2015: 46,66 %
2016: 37,50 %
2017: 28,57 %
2018: 25,00 %
2019: 13,33 %","947561139","Activa","http://www.lopezcristobal.com","Ribera del Duero Bodegas López Cristobal Viñedos Propios Bodegas López Cristobal Tradición Familiar Bodegas López Cristobal Vinos Excepcionales Bodega López Cristóbal Nuestros vinos LC Tinto Roble LC Crianza LC Reserva Bagús LC Albillo Bodega Nuestros Viñedos LA BODEGA CUENTA CON 70 Ha DE VIÑEDOS PROPIOS.LA VARIEDAD REINA ES LA «TINTA DEL PAÍS» (EL TEMPRANILLO DE […] -","https://www.facebook.com/BodegasLopezCristobal, https://www.facebook.com/BodegasLopezCristobal, https://twitter.com/lopezcristobal1, https://twitter.com/lopezcristobal1, https://www.instagram.com/bodegaslopezcristobal/?hl=es, https://www.instagram.com/bodegaslopezcristobal/?hl=es","NO","Exporta","35.880,42 €","16 (año 2020)","2020","Positivo Consultar","Roa"
"3759","Bodegas Y Viñedos Rauda S.c.","CARRETERA PEDROSA, S/N",41.6984528,-3.92960724,"01/01/1989","1102 - Elaboración de vinos","Elaboracion y crianza de vinos.","Entre 0,6 y 1,5 millones €","2016: 
2017: 3,07 %
2018: -17,03 %","Entre 5 y 25","2014: 83,33 %
2015: 100,00 %
2016: 100,00 %
2017: 80,00 %
2018: 80,00 %","2014: 16,66 %
2015: 0 %
2016: 0 %
2017: 20,00 %
2018: 20,00 %","947540224","Activa","http://www.vinosderauda.com","En nuestra tienda online podrás encontrar vino tinto y rosado de la mejor calidad, con una elaboración tradicional pero utilizando las últimas tecnologías. -","https://www.facebook.com/vinos.derauda.5","NO","Exporta","1.357.237,07 €","5 (año 2019)","2019","Positivo Consultar","Roa"
"3760","Bodegas Raiz Y Quesos Paramo De Guzman Sl.","CARRETERA CIRCUNVALACION R-30, 30",41.695479,-3.929851,"23/10/1992","1102 - Elaboración de vinos","Elaboración de vinos y quesos de todo tipo.","Entre 0,6 y 1,5 millones €","2017: 
2018: -11,06 %
2019: -22,45 %","Entre 5 y 25","2015: 88,23 %
2016: 91,66 %
2017: 86,66 %
2018: 100,00 %
2019: 100,00 %","2015: 11,76 %
2016: 8,33 %
2017: 13,33 %
2018: 0 %
2019: 0 %","947541191","Activa","http://www.raizyparamodeguzman.es","En Bodegas Raíz de Guzmán elaboramos vinos con D.O. Ribera del Duero de uva 100% tempranillo. Descubre nuestros cuatro tintos y nuestro vino rosado. Bodegas raiz de guzman,vinos raiz de guzman,vinos raiz,bodegas raiz,vinos ribera del Duero,ribera del duero","http://www.facebook.com/VinosRaiz, http://www.twitter.com/vinosraiz, https://www.instagram.com/vinosraiz/?hl=es","NO","Importa y Exporta","4.577.336,2 €","10 (año 2019)","2019","Negativo Consultar","Roa"
"3761","Bodegas Y Viñedos Valderiz Sl","CALLE CORREDERA DEL PALACIO, 24",41.69465644,-3.92769164,"06/05/1997","1102 - Elaboración de vinos","Elaboración y crianza de vinos de Ribera del Duero.","Entre 1,5 y 3 millones €","2017: 
2018: -13,55 %
2019: 28,28 %","Entre 5 y 25","2014: 72,72 %
2015: 72,72 %
2017: 72,72 %
2018: 66,66 %
2019: 70,00 %","2014: 27,27 %
2015: 27,27 %
2017: 27,27 %
2018: 33,33 %
2019: 30,00 %","947540460","Activa","http://www.valderiz.com","- -","https://www.facebook.com/valderiz.bodega, http://instagram.com/valderiz","NO","Exporta","3.065,1 €","10 (año 2020)","2020","Positivo Consultar","Roa"
"3762","Bodegas Lambuena S.c.","BARRIO ESTACION",0,0,"01/01/1989","1102 - Elaboración de vinos","ELABORACION Y CRIANZA DE VINOS","Entre 0,6 y 1,5 millones €","2016: 
2017: 12,17 %
2018: 5,97 %
2019:  %","Entre 5 y 25","2016: 80,00 %
2017: 80,00 %
2018: 80,00 %","2016: 20,00 %
2017: 20,00 %
2018: 20,00 %","947540614","Activa","http://www.bodegaslambuena.com","Bodegas Lambuena, vinos únicos, elegantes y con carácter. Bodega clásica y familiar. Degusta nuestros vinos y vive una experiencia única. vino, Ribera del Duero, vino tinto, vino blanco, vino rosado, crianza, reserva, bodega","","NO","Exporta","4.808,1 €","10 (año 2020)","2020","Positivo Consultar","Roa"
"3763","Viña Solorca Sl","CARRETERA CIRCUNVALACION R-30, S/N",41.695479,-3.929851,"05/03/1998","1102 - Elaboración de vinos","Elaboración de vinos con D.O. Ribera del Duero","Entre 0,6 y 1,5 millones €","2016: 
2017: 13,96 %
2018: -24,42 %
2019:  %","Entre 5 y 25","2011: 100,00 %
2015: 66,66 %
2016: 60,00 %
2017: 75,00 %
2018: 71,42 %","2011: 0 %
2015: 33,33 %
2016: 40,00 %
2017: 25,00 %
2018: 28,57 %","947541823","Activa","http://www.bodegassolorca.com","- -","","NO","Exporta","1.555.165,92 €","7 (año 2020)","2020","Positivo Consultar","Roa"
"3770","Bodegas Diez Llorente Sl","CALLE SANTIAGO ANDRES SIMON (CTRA CIRCUNVALACION), S/N",41.69415734,-3.9339187,"18/02/2000","1102 - Elaboración de vinos","Elaboración, explotación y comercialización de vinos. Su importación y exportación. Promoción de edificaciones destinadas a bodegas, naves de almacenamiento y su venta. Promoción y construcción de edficios, adquisición de solares, compra y venta de viviendas y elementos complementarios.","Entre 0,6 y 1,5 millones €","2016: 
2017: 68,53 %
2018: -75,18 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","-","Activa","-","-","-","NO","Exporta","1.500.000 €","3 (año 2018)","2018","Positivo Consultar","Roa"
"3790","Viñedos Vivos Sl.","CALLE ISABEL LA CATOLICA, 44",41.693881,-3.936458,"24/03/2017","1102 - Elaboración de vinos","La actividad agrícola. Los servicios agrícolas. La elaboración, producción, comercialización y venta de vino y otras bebidas alcohólicas","Menor de 300 mil €","2017: 
2018: 772,52 %
2019: 6,49 %","Menos de 5","2018: 66,66 %
2019: 50,00 %","2018: 33,33 %
2019: 50,00 %","947244247","Activa","-","-","-","NO","No constan","20.000 €","4 (año 2019)","2019","Positivo Consultar","Roa"
"3797","Bodegas Briones Abad Sl.","CALLE ISABEL LA CATOLICA, 42 - BJ",41.693843,-3.936391,"10/08/2012","1102 - Elaboración de vinos","Elaboración y comercialización de vinos. Explotación y comercialización deproductos derivados de la uva. Promoción y ejecución de edificaciones destinadas a bodegas y en general, instalaciones relacionadas con la viticultura. Actividades relacionados con el turismo rural","Menor de 300 mil €","2016: 
2017: 40,12 %
2018: 1,25 %","Menos de 5","2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","947540613","Activa","-","-","-","NO","No constan","32.000 €","1 (año 2018)","2018","Negativo Consultar","Roa"
"3799","Hornillos Ballesteros Sl","CALLE CAMINO TENERIAS, S/N",41.69467674,-3.93053194,"28/11/2000","1102 - Elaboración de vinos","LA REALIZACION DE TODO TIPO DE TRABAJOS EN EXPLOTACIONES AGRARIAS Y LA TRANSFORMACION Y COMERCIALIZACION DE PRODUCTOS AGRICOLAS Y AGROALIMENTICIOS, ESPECIALMENTE CULTIVOS DE VINEDO Y OTROS TRABAJOS ACCESORIOS, ASI COMO E","Menor de 300 mil €","2016: 
2017: 19,64 %
2018: -37,3 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 50,00 %
2017: 33,33 %
2018: 50,00 %","2014: 0 %
2015: 0 %
2016: 50,00 %
2017: 66,66 %
2018: 50,00 %","947546063","Activa","-","-","-","NO","No constan","53.070 €","2 (año 2018)","2018","Negativo Consultar","Roa"
"3805","Bodegas Real De Vellon Sl  (extinguida)","CALLE SANTA MARIA, 14 - BJ",41.696836,-3.928922,"21/10/2004","1102 - Elaboración de vinos","LA ELABORACION, CRIANZA Y COMERCIALIZACION DE TODA CLASE DE VINOS. EXPLOTACION AGRICOLA DE VINEDOS. COMPRAVENTA, EXPLOTACION E IMPORTACION DE VINOS Y BEBIDAS DE TODAS CLASES","Menor de 300 mil €","2008: 
2009: -35,39 %
2010: -52,58 %","Menos de 5","2006: 100,00 %
2007: 100,00 %
2008: 100,00 %
2009: 100,00 %
2010: 100,00 %","2006: 0 %
2007: 0 %
2008: 0 %
2009: 0 %
2010: 0 %","-","Extinguida","-","-","-","NO","No constan","24.000 €","1 (año 2010)","2010","Negativo Consultar","Roa"
"3806","Vinos Hercal S.l.","PLAZA EL ESTUDIO, 7",41.69745,-3.928553,"15/02/2005","1102 - Elaboración de vinos","A) LA ELABORACION Y CRIANZA DE VINOS, SU COMERCIALIZACION Y DISTRIBUCION, ASI COMO LA EXPLOTACION AGROPECUARIA","-","Administrador:  TERESA A...
Administrador:  ALICIA C...","-","-","-","-","Activa","-","-","-","NO","No constan","3.040 €","-","-","-","Roa"
"3812","Vinas Viejas De Mamvirgo S.l.","CALLE EL PALACIO (CORREDERA), 24",41.694187,-3.929096,"18/08/2000","1102 - Elaboración de vinos","LA PRODUCCION DE UVA, TRANSFORMACION Y COMERCIALIZACION DE VINO.","-","Administrador: COMPANIA DE VINOS TELMO RODRIGUEZ SL
Administrador: BODEGAS Y VINEDOS VALDERIZ S L","Menos de 5","-","-","-","Activa","-","-","-","NO","No constan","96.230 €","1 (año 2001)","2001","-","Roa"
"3817","Paris-trimiño Sl","BARRIO SAN ROQUE, S/N",41.695265,-3.929729,"15/10/2008","1102 - Elaboración de vinos","VITICULTURA: ELABORACION Y CRIANZA DE VINOS Y LICORES; COMERCIO AL POR MAYOR Y AL POR MENOR DE VINOS, INCLUSO SUS DERIVADOS; EXPORTACION E IMPORTACION DE VINOS; COMERCIO AL POR MAYOR Y AL POR MENOR DE CEREALES; ALQUILER","Menor de 300 mil €","2008: 
2009: 1083,3 %","Menos de 5","2009: 100,00 %","2009: 0 %","-","Activa","-","-","-","NO","No constan","432.000 €","1 (año 2009)","2009","Negativo Consultar","Roa"
"3822","Dominio De Calogia Sl.","CARRETERA PEDROSA (KM 0,8)",41.6984528,-3.92960724,"24/10/2019","1102 - Elaboración de vinos","La elaboración y crianza de vinos. Servicios de asesoría técnica de enología a bodegas","-","Administrador Único:  JOSE MANUEL P...","-","-","-","-","Activa","-","-","-","NO","No constan","245.948 €","-","-","-","Roa"
"3856","Dominio De Loalva Sl.","CALLE TEJERA, 2",41.700475,-3.922082,"27/02/2019","1102 - Elaboración de vinos","La elaboración, producción, comercialización y venta de vino y otras bebidas alcohólicas","-","Administrador Único:  ADRIAN V...","-","-","-","-","Activa","-","-","-","NO","No constan","19.980 €","-","-","-","Roa"
"3875","Bodegas Hercal Sl","CALLE SANTO DOMINGO, 2",41.69819479,-3.92902354,"29/11/2010","1102 - Elaboración de vinos","La producción de productos vinícolas y agrarios, así como su venta y distribución. Intermediación comercial, de toda clase de bienes y servicios. Explotación de establecimientos y servicios, de productos alimenticios y similares. Ejecución de obras, adquisición y venta de terrenos y solares","Menor de 300 mil €","2015: 
2016: 42,69 %
2017: -1,98 %","Menos de 5","2016: 0 %
2017: 0 %","2016: 100,00 %
2017: 100,00 %","-","Activa","-","-","-","NO","No constan","140.012 €","1 (año 2017)","2017","Positivo Consultar","Roa"
"3885","Viyuela Fernandez Adrian","-",NA,NA,"-","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Roa"
"3912","Bodegas Y Viñedos Frutos Aragon Sl","CALLE TEJERA, 3",41.700475,-3.922082,"07/06/2006","1102 - Elaboración de vinos","A) LA AGRICULTURA, LA ELABORACION, CRIANZA, ALMACENAJE Y EMBOTELLADO DE VINOS, COMERCIALIZACION Y DISTRIBUCION DE VINOS A GRANEL Y EMBOTELLADOS. B) RESTAURACION, TIENDA DE PRODUCTOS Y SERVICIOS A TERCEROS. C) Y LA CONSTR","Menor de 300 mil €","2008: 
2009: 6007,63 %
2010: -62,43 %","-","Administrador:  PEDRO JESUS F...
 MARIA CARMEN A...:  PEDRO JESUS F...","Administrador: Administrador
 MARIA CARMEN A...: Administrador","947541232","Activa","-","-","-","NO","No constan","425.700 €","-","-","Negativo Consultar","Roa"
"3977","Cepas De Castilla Sl.","CARRETERA DE ARANDA-SALAS (KM 14)",0,0,"04/05/2012","1102 - Elaboración de vinos","La elaboración y crianza de vinos, compraventa y comercialización de uvas, vinos y licores","Entre 0,6 y 1,5 millones €","2017: 
2018: 9,11 %
2019: -7,8 %","Menos de 5","2015: 25,00 %
2016: 25,00 %
2017: 50,00 %
2018: 75,00 %
2019: 75,00 %","2015: 75,00 %
2016: 75,00 %
2017: 50,00 %
2018: 25,00 %
2019: 25,00 %","-","Activa","-","-","-","NO","No constan","200.000 €","4 (año 2019)","2019","Positivo Consultar","San Juan del Monte"
"3978","La Pequeña De La Rivera Sl.","CALLE CARMEN, 21 - BJ",41.68446588,-3.52013766,"16/08/2013","1102 - Elaboración de vinos","Elaboración, compraventa de vinos. Distribución de pastelería y bollería. Venta al por menor de artículos de ultramarinos. Carpintería. Servicios enológicos. Agricultura, servicios externos. Servicios de ingeniería. Compraventa de bienes inmuebles, de diseño de marcas. Diseño paginas web. Hostelería","Menor de 300 mil €","2017: 
2018: 5,58 %
2019: 1,76 %","-","Administrador Solidario:  JESUS AQUILINO G...
 ISMAEL G...:  JESUS AQUILINO G...","Administrador Solidario: Administrador Solidario
 ISMAEL G...: Administrador Solidario","-","Activa","-","-","-","NO","No constan","10.000 €","-","-","Positivo Consultar","San Juan del Monte"
"3979","Vega San Juan Sl","CALLE MAYOR, 12",41.68266323,-3.52281885,"13/08/2003","1102 - Elaboración de vinos","LA ELABORACION Y CRIANZA, ASI COMO EMBOTELLADO Y VENTA DE VINOS; ASI COMO EL COMERCIO DE ESTOS PRODUCTOS ACTIVIDADES AGRICOLAS Y GANADERAS ASI COMO EL COMERCIO DE PRODUCTOS PARA ESTAS ACTIVIDADES. HOSTELERIA. EJECUCION D","Menor de 300 mil €","2017: 
2018: 46,21 %
2019: -88,14 %","-","Presidente:  JUAN PABLO P...
 G. G...:  JUAN PABLO P...","Presidente: Consejero Delegado
 G. G...: Consejero Delegado","-","Activa","-","-","-","NO","No constan","200.000 €","-","-","Positivo Consultar","San Juan del Monte"
