"Denominación_social";"Domicilio_social";"Latitud";"Longitud";"Fecha_constitución";"CNAE";"Objeto_social";"Tamaño_empresa_por_facturación";"Índice_crec_interanual_ventas";"Tamaño_empresa_por_empleados";"Empleo_fijo";"Empleo_temporal";"Teléfono";"Estado";"URL";"Metatag_descripción";"RRSS";"Cotización_en_bolsa";"Actividad_internacional";"Capital_social";"Empleados";"Empleados_año";"Resultado";"stringasfactor"
"Msr Trailer Sl";"CALLE OPORTO, S/N";41,666819;-3,709064;"03/09/2003";"4121 - Construcción de edificios residenciales";"A) FABRICACION, MONTAJE, REPARACION Y MANTENIMIENTO DE CARROCERIAS PARA VEHICULOS DE MOTOR, REMOLQUES Y SEMIRREMOLQUES, Y SUS ACCESORIOS. B) REPARACION Y MANTENIMIENTO DE VEHICULOS DE MOTOR, REMOLQUES Y SEMIRREMOLQUES";"-";"Administrador Único:  JESUS MARIA G...
Gerente:  JESUS MARIA G...
Director Financiero:  JESUS MARIA G...";"-";"-";"-";"947511880";"Activa";"-";"-";"-";"NO";"No constan";"30.000 €";"-";"-";"Negativo Consultar";FALSE
"Prater Del Duero Sl";"CARRETERA SORIA, KM 267";41,648422;-3,673968;"11/11/2002";"4110 - Promoción inmobiliaria";"LA EJECUCION DE OBRAS NUEVAS DE EDIFICACIONES URBANAS, INDUSTRIALES, URBANIZACIONES, SANEAMIENTOS, ABASTECIMIENTOS DE AGUAS, MOVIMIENTOS DE TIERRA, Y TODA CLASE DE OBRAS DE CONSTRUCCION, ASI COMO TRABAJOS DE CONSERVACION";"Entre 300 y 600 mil €";"2019: ";"-";"Administrador Solidario:  JOSE ANTONIO D...
 JAVIER D...:  JOSE ANTONIO D...";"Administrador Solidario: Administrador Solidario
 JAVIER D...: Administrador Solidario";"947511488";"Activa";"-";"-";"-";"NO";"No constan";"1.274.100 €";"-";"-";"Positivo Consultar";FALSE
"Esgenor Sll.";"CARRETERA N-I, KM 161.5";41,688046;-3,685553;"20/08/2003";"2361 - Fabricación de elementos de hormigón para la construcción";"LA FABRICACION DE MATERIALES DE CONSTRUCCION, LA EJECUCION DE OBRAS NUEVAS DE EDIFICACIONES URBANAS, INDUSTRIALES, URBANIZACIONES, SANEAMIENTOS, ABASTECIMIENTOS DE AGUAS, MOVIMIENTOS DE TIERRA, ASI COMO TRABAJOS DE CONSE";"Entre 0,6 y 1,5 millones €";"2004: 
2005: 87,86 %
2006: -1,55 %";"Entre 5 y 25";"2004: 100,00 %
2005: 100,00 %
2006: 100,00 %";"2004: 0 %
2005: 0 %
2006: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"32.454 €";"13 (año 2007)";"2007";"Positivo Consultar";FALSE
"Ursaca Sl (extinguida)";"CALLE SANTIAGO, 5";41,672409;-3,679972;"12/05/1994";"4633 - Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles";"COMERCIL AL POR MAYOR DE TODO TIPO DE PRODUCTOS ALIMENTICIOS, Y BEBIDAS DE TODAS CLASES, ASI COMO PRODUCTOS DE LIMPIEZA, DROGUERIA Y PERFUMERIA.";"-";"-";"-";"-";"-";"-";"Extinguida";"-";"-";"-";"NO";"No constan";"9.015,18 €";"-";"-";"Positivo Consultar";FALSE
"Explotaciones De La Cruz Sl.";"PLAZA GALLOCANTA, 1 - BJ B";41,65988959;-3,6946415;"13/03/2015";"0119 - Otros cultivos no perennes";"Titularidad, gestión, explotación y comercio de explotaciones agrícolas propias y ajenas. Compraventa, explotación, arrendamiento y todo tipo de negocios legales con fincas rústicas y urbanas. Compraventa de vehículos, maquinaria ypiezas. Promoción y ejecución de obras civiles. Transporte por carretera";"-";"Administrador Solidario:  MANUEL P...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.100 €";"-";"-";"-";FALSE
"Transportes Dido 2014 Sl.";"AVENIDA CASTILLA, 47 - PISO 6 B";41,665982;-3,691119;"21/01/2014";"4941 - Transporte de mercancías por carretera";"El transporte de mercancías por carretera, nacional e internacional";"-";"Administrador Único: YANKOV ATANASOV DEYAN";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"15.100 €";"-";"-";"-";FALSE
"13 Grados Vinos De La Tierra Sl.";"CALLE OLMO, 57";41,673152;-3,629868;"31/08/2018";"1102 - Elaboración de vinos";"Explotación industrial y comercial de los ramos de vinicultura, viticultura, elaboración, crianza, compra y venta, exportación e importación de vinos y licores. Construcción, adquisición y arrendamiento de bodegas e inmuebles para el desarrollo de la actividad. Prestación de servicios agrícolas";"-";"Administrador Solidario:  ADRIANA MARCELA F...
Administrador Solidario:  ANDRES RICARDO C...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"Importa y Exporta";"55.800 €";"-";"-";"-";FALSE
"Transcocan Aranda Sl.  (extinguida)";"CALLE SENDIN, 11";41,670744;-3,704041;"07/04/2016";"4941 - Transporte de mercancías por carretera";"Transporte y distribución de mercancías. Comercialización, compra, venta y distribución de toda clase de bebidas y productos alimenticios. Servicios y gestión de la comercialización de cualquier tipo de productos. Todo tipo de actividad o explotación hostelera. Promoción y administración inmobiliaria";"-";"-";"-";"-";"-";"-";"Extinguida";"-";"-";"-";"NO";"No constan";"3.000 €";"-";"-";"-";FALSE
"Grupo Restauracion Baldios Sl.";"CALLE CARREQUEMADA, 31 - PISO 2 B";41,67177249;-3,68367963;"22/01/2020";"1102 - Elaboración de vinos";"Enoturismo; turismo del vino o turismo gastronómico. Compra y venta de vinos, la elaboración, crianza y embotellado de vinos, y cualquier producto alcohólico. Catas, visitas a bodegas y talleres relacionados. Compraventa de inmuebles, viñedos, uva. Hostelería, restauración, hospedaje, exposiones";"-";"Administrador Solidario:  ALBERTO G...
Administrador Solidario:  JAVIER G...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"12.000 €";"-";"-";"-";FALSE
"Apartamentos La Castellana Sl.";"PLAZA JARDINES DE DON DIEGO, 9 - BJ";41,67050775;-3,68556318;"05/02/2020";"5520 - Alojamientos turísticos y otros alojamientos de corta estancia";"Alojamientos turísticos y otros alojamientos de corta estancia. Alquiler de bienes inmobiliarios. Compra-venta de bienes inmobiliarios. Comercio menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados";"-";"Administrador Único:  JOSE LUIS U...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.000 €";"-";"-";"-";FALSE
"Instaduero Sl.  (extinguida)";"CALLE SOL DE LAS MORERAS, 37 - BJ";41,669672;-3,682674;"26/02/2010";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"El suministro, instalacion de redes y distribucion de gas. Instalaciones de fontaneria, de redes interiores para conduccion de agua fria y caliente, de instalaciones de frio, calor y acondicionamiento de aire. Todo tipo de reparaciones relacionadas con las instalaciones referidas.";"-";"-";"-";"-";"-";"947500965";"Extinguida";"-";"-";"-";"NO";"No constan";"3.010 €";"-";"-";"-";FALSE
"Eurotostas Restauracion Sl";"CALLE EMPEDRADA, 1";41,67085185;-3,68706554;"19/04/2005";"6820 - Alquiler de bienes inmobiliarios por cuenta propia";"LA EXPLOTACION DE SERVICIOS Y NEGOCIOS RELACIONADOS CON LA HOSTELERIA Y RESTAURACION. LA COMPRAVENTA AL POR MAYOR Y MENOR DE TODO TIPO DE PRODUCTOS ALIMENTICIOS Y BEBIDAS. LA CONSTRUCCION, PROMOCION, COMPRAVENTA Y ARREND";"-";"Administrador Único:  FELIX P...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"323.000 €";"-";"-";"Positivo Consultar";FALSE
"Inversiones Ubis Castilla Y Leon Sl";"PLAZA JARDINES DE DON DIEGO, 9 - BJ";41,67050775;-3,68556318;"06/10/2003";"4110 - Promoción inmobiliaria";"LA COMPRA O VENTA EN NOMBRE Y POR CUENTA PROPIA, ASI COMO LA URBANIZACION, PARCELACION, ETC. DE TERRENOS Y DE EDIFICACIONES TOTALES O PARCIALES CONSTRUIDAS DIRECTAMENTE O POR MEDIO DE TERCEROS, TODO ELLO CON EL FIN DE VE";"Menor de 300 mil €";"2010: ";"-";"Administrador:  JESUS U...
 JOSE LUIS U...:  JESUS U...";"Administrador: Administrador
 JOSE LUIS U...: Administrador";"947512065";"Activa";"-";"-";"-";"NO";"No constan";"3.030 €";"-";"-";"Positivo Consultar";FALSE
"Picon Gonzalez Maria Begoña";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gomez Arranz Carlos";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Altable Herrero Francisco Javier";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ortega Nuñez Francisco Javier";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Lazaro Palomino Miguel Angel";"-";NA;NA;"-";"4773 - Comercio al por menor de productos farmacéuticos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Palacios Palacios Melchor";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Reparacion De Automoviles Jose Antonio S.a.l.";"CARRETERA SALAS DE LOS INFANTES, KM 1.200";41,675033;-3,689054;"23/08/1996";"4941 - Transporte de mercancías por carretera";"LA REPARACION DE VEHICULOS AUTOMOVILES, CAMIONES, AUTOBUSES, MOTOCICLETAS, VENTA VEHICULOS NUEVOS Y USADOS, ASI COMO ACEITES Y REPUESTOS PARA LOS MISMOS, COMPRA VENTA DE BIENES INMUEBLES.";"Menor de 300 mil €";"2003: 
2004: 3,81 %
2005: -9,4 %";"Menos de 5";"2003: 100,00 %
2004: 100,00 %
2005: 100,00 %";"2003: 0 %
2004: 0 %
2005: 0 %";"947509626";"Activa";"-";"-";"-";"NO";"No constan";"60.101,2 €";"2 (año 2005)";"2005";"Negativo Consultar";FALSE
"Ifersa Sa";"POLIGONO INDUSTRIAL ALLENDE DE DUERO (AV PORTUGAL), PAR 98-B";41,670238;-3,711496;"25/01/1985";"-";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Asenjo Moral E Hijos Sl";"PLAZA JARDINES DE DON DIEGO, 4";41,66995897;-3,68472251;"27/03/1993";"4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados";"A) LA ACTIVIDAD DE AGENCIA DE TRANSPORTE DE MERCANCIAS, EXCLUYENDO LA DE VIAJEROS. B) EL TRANSPORTE DE MERCANCIAS POR CARRETERA EN VEHICULOS AUTOCAMIONES YA SEA EN REGIMEN DE CARGA COMPLETA O FRACCIONADA.";"Menor de 300 mil €";"2002: 
2003: 21,05 %
2004: -2,4 %";"-";"Administrador:  MONTSERRAT R...
 MARIA INMACULADA A...:  MONTSERRAT R...";"Administrador: Administrador
 MARIA INMACULADA A...: Administrador";"947509928";"Activa";"-";"-";"-";"NO";"No constan";"39.967,3 €";"-";"-";"Positivo Consultar";FALSE
"Alonso Ortega Margarita";"-";NA;NA;"-";"4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"De La Puente Peribañez Orlando Antonio";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Monzon Cayuela Jose Luis";"-";NA;NA;"-";"4639 - Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco";"se dedica a la distribución al mayor de productos alimenticios y bebidas";"-";"-";"Menos de 5";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"1 (año 2011)";"2011";"-";FALSE
"Diaz Orcajo Ana Maria";"-";NA;NA;"-";"5813 - Edición de periódicos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Romero Pozo Natividad";"-";NA;NA;"-";"4775 - Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Merino Reol Sonia";"-";NA;NA;"-";"4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peña Garcia Doroteo";"-";NA;NA;"-";"4333 - Revestimiento de suelos y paredes";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Mena Gomez Eduardo Ignacio";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Georgiev Kostov Vasil";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Popa Irina";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ciorba Vasile Florin";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Calin Ciorba Ioan";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Carrequemada S.a.";"CALLE BAJADA AL MOLINO, 4 - 2";41,66955967;-3,68473994;"07/01/1994";"4121 - Construcción de edificios residenciales";"ACTIVIDADES INMOBILIARIAS FABRICACION Y COMERCIALIZACION DE PREFABRICADOS DEL CEMENTO. LA DELINEACION, PLANOS. DE CONSTRUCCIONES. TRANSPORTE. COMERCIO DE GENERO TEXTIL. PROD. AGRICOLAS, COLONIALES, SALAZONES. HOSTELERIA.";"Menor de 300 mil €";"2006: 
2007: -37,88 %
2008: -93,77 %";"Menos de 5";"2004: 100,00 %
2005: 0 %
2006: 8,33 %
2007: 0 %
2008: 0 %";"2004: 0 %
2005: 100,00 %
2006: 91,66 %
2007: 100,00 %
2008: 100,00 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"120.202,42 €";"3 (año 2008)";"2008";"Negativo Consultar";FALSE
"Alejandra 2004 S.c.";"CALLE CANTARES, 2 - 1 B";41,67517232;-3,68871607;"01/01/2012";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Sacristan Y Herguedas S.c.";"CALLE SOL, 4";41,66241504;-3,69072675;"01/01/2012";"4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Oprea Diana";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Dominguez Ortega S.c.";"PLAZA MAYOR, 27 - BJ";41,670431;-3,689307;"01/01/2012";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Aire Estilistas S.c.";"PLAZA JARDINES DE DON DIEGO, 5";41,66983421;-3,68615889;"01/01/2012";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"947515998";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Automantenimiento Celso Y Goyo S.c.";"AVENIDA LUIS MATEOS, 16";41,66200687;-3,68790002;"01/01/2012";"4520 - Mantenimiento y reparación de vehículos de motor";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Riesgo Serrano Lucio Andres Jesus Manuel Jose Luis C.b.";"AVENIDA PORTUGAL, 121 - BJ";41,6687315;-3,70679822;"03/01/1990";"4110 - Promoción inmobiliaria";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"Miguel Salvador Susana";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Briones Gutierrez Tomas";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martin Hernando Yolanda";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Valencia Ruiz Leandro Leon";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Marin Gonzalez Jesus Antonio";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Terradillos Ontoso Maria Carmen";"-";NA;NA;"-";"4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pascual Gil Maria Concepcion";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Bermudez Andres Jose Maria Y Juan Luis C.b.";"PLAZA SANTA MARIA, 1";41,67122576;-3,68917209;"09/12/1993";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"-";"-";"-";"-";FALSE
"De La Torre Nuñez Belen";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Adrian De La Fuente Jesus Manuel";"-";NA;NA;"-";"2512 - Fabricación de carpintería metálica";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Barriuso Sanz Julian";"-";NA;NA;"-";"4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Arte Y Vino Aranda Sl  (extinguida)";"PLAZA SANTA MARIA, 15 - BJ";41,671215;-3,689601;"30/01/2009";"9102 - Actividades de museos";"TODO LO RELACIONADO CON LAS EXPOSICIONES DE ARTE, CULTURALES, PINTURA Y ESCULTURA. TODO LO RELACIONADO CON LA VITICULTURA EN RELACION A EXPOSICIONES DE VINOS, CATAS, ETC. CURSOS DE FORMACION. ALQUILERES DE ESPACIOS.";"-";"-";"-";"-";"-";"-";"Extinguida";"http://www.arteyvinoaranda.com";"-";"-";"NO";"No constan";"15.000 €";"-";"-";"Negativo Consultar";FALSE
"Moda El Fraile Sl";"CALLE SANTA LUCIA, 26";41,67017232;-3,68679057;"28/02/2008";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"EL COMERCIO Y DISTRIBUCION DE PRODUCTOS TEXTILES, CALZADO, MARROQUINERIA, BISUTERIA, RELOJERIA, ARTICULOS DE REGALO Y COMPLEMENTOS.";"Menor de 300 mil €";"2013: 
2014: -4,31 %
2015: -44,86 %";"-";"Administrador Único:  JUAN G...";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.006 €";"-";"-";"Negativo Consultar";FALSE
"Akanto 21 Sl";"CALLE MESONEROS EUGENIO Y SERI, 2 - 3 B";41,667618;-3,689101;"13/05/2008";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"INSTALACIONES Y COMPRA VENTA DE FONTANERIA, CALEFACCION, GAS, PRODUCTOS PETROLIFEROS, FRIO Y CALOR. CONSTRUCCION Y CONSERVACION DE EDIFICACIONES. CONSOLIDACION DE TERRENOS, CAPTACION DE AGUAS Y SUMINISTROS DE ELECTRICIDA";"Menor de 300 mil €";"2013: 
2014: 29,82 %";"Menos de 5";"2013: 100,00 %
2014: 100,00 %";"2013: 0 %
2014: 0 %";"947507237";"Activa";"-";"-";"-";"NO";"No constan";"3.010 €";"2 (año 2014)";"2014";"Positivo Consultar";FALSE
"Bodegas Y Vinedos Illuminaty S.l.";"AVENIDA CASTILLA, 1 - 1 A";41,66910664;-3,6904527;"23/06/2008";"4634 - Comercio al por mayor de bebidas";"EL COMERCIO, DISTRIBUCION Y ELABORACION DE VINOS, BEBIDAS ALCOHOLICAS Y PRODUCTOS ALIMENTICIOS.";"-";"Administrador:  VICENTE E...
Administrador:  JUAN CARLOS D...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"4.000 €";"-";"-";"-";FALSE
"Logistica Y Transportes Aranda Sl";"AVENIDA MONTECILLO (POL IND), PAR 22";41,666354;-3,699786;"27/10/2008";"4941 - Transporte de mercancías por carretera";"COMPRAVENTA Y DISTRIBUCION DE HIDROCARBUROS.TRANSPORTE DE MERCANCIAS.TRAFICO SOBRE BIENES INMUEBLES. HOSTELERIA. EXPLOTACION ESTACIONES DE SERVICIOS.COMERCIO DE CEREALES. VENTA DE PIEZAS DE REPUESTO PARA AUTOMOVILES. COM";"-";"Administrador:  FERNANDO H...
Administrador:  ANGELBERTO R...
Gerente:  FERNANDO H...
Gerente:  ANGELBERTO R...";"-";"-";"-";"947509696";"Activa";"-";"-";"-";"NO";"No constan";"60.000 €";"-";"-";"Positivo Consultar";FALSE
"De La Roca Limpieza Y Mantenimiento Sl";"AVENIDA MURILLO, 9";41,66030955;-3,68769708;"15/04/2008";"8121 - Limpieza general de edificios";"LOS SERVICIOS DE LIMPIEZA DE TODO TIPO DE INMUEBLES, MAQUINARIA, INSTALACIONES Y ELEMENTOS DE LOCOMOCION, LOS SERVICIOS DE JARDINERIA Y LA COMERCIALIZACION DE PRODUCTOS DE LIMPIEZA Y JARDINERIA.";"Menor de 300 mil €";"2008: ";"Entre 5 y 25";"2008: 60,00 %";"2008: 40,00 %";"947509338";"Activa";"-";"-";"-";"NO";"No constan";"3.006 €";"5 (año 2008)";"2008";"Positivo Consultar";FALSE
"Anacleto Sl";"CARRETERA QUINTANA (LA AGUILERA), S/N";41,679609;-3,704863;"16/03/2009";"0147 - Avicultura";"LAS EXPLOTACIONES Y ACTIVIDADES GANADERAS Y AGROPECUARIAS.";"Entre 0,6 y 1,5 millones €";"2013: 
2014: -0,96 %
2015: -10,47 %";"Menos de 5";"2011: 100,00 %
2012: 100,00 %
2013: 100,00 %
2014: 100,00 %
2015: 100,00 %";"2011: 0 %
2012: 0 %
2013: 0 %
2014: 0 %
2015: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"190.500 €";"1 (año 2015)";"2015";"Positivo Consultar";FALSE
"Tomas Borreguero Sl.";"CALLE PISUERGA, 3 - PISO 6 B";41,6600762;-3,69411683;"24/06/2009";"4941 - Transporte de mercancías por carretera";"EL TRANSPORTE POR CARRETERA DE TODO TIPO DE MERCADERIAS, YA SEA EN REGIMEN DE CARGA COMPLETA O FRACCIONADA. ASI COMO EL ALMACENAJE DE LA MERCANCIA QUE SE TRANSPORTA. TODO LO RELACIONADO CON LA ACTIVIDAD DE LOGISTICA. TOD";"-";"Administrador:  ANTONIA T...
Administrador:  TOMAS B...";"-";"-";"-";"-";"Activa";"-";"-";"-";"NO";"No constan";"140.000 €";"-";"-";"-";FALSE
"Pinto Ballesteros Maria Eugenia";"-";NA;NA;"-";"8622 - Actividades de medicina especializada";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Cantos Pedro";"-";NA;NA;"-";"4932 - Transporte por taxi";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Albarran San Juan David";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Perez Domingo Maria Isabel";"-";NA;NA;"-";"4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Andres Pinto Domingo";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Fernandez Quintana Susana Isabel";"-";NA;NA;"-";"4775 - Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Herrero Cisnal Jose Maria";"-";NA;NA;"-";"4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalo Martin Maria Jesus";"-";NA;NA;"-";"9104 - Actividades de los jardines botánicos, parques zoológicos y reservas naturales";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Bayo Iglesias Maria Elena";"-";NA;NA;"-";"8559 - Otra educación n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Bouzon Coseani Cecilia Beatriz";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pastor Cuesta Ruben";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pinzon Torres Ines Beronica";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
